Inscription sur internet;20-08-2023 23:59:59;2 Etapes;20.-;False
Inscription sur internet;20-08-2023  23:59:59;1 Etape;10.-;False
Inscription sur place;09-09-2023 23:59:59;2 Etapes;25.-;False
Inscription sur place;09-09-2023 23:59:59;1 Etape;15.-;False
