EHC;Ecoliers C;;;H;2014;2017;2014;2017;True;False;1 km;
EFC;Ecoliéres C;;;D;2014;2017;2014;2017;True;False;1 km;
EHB;Ecoliers B;;;H;2012;2013;;;True;False;1 km;
EFB;Ecoliéres B;;;D;2012;2013;;;True;False;1 km;
EHA;Ecoliers A;;;H;2010;2011;;;True;False;2 km;
EFA;Ecoliéres A;;;D;2010;2011;;;True;False;2 km;
CHB;Cadets B;;;H;2008;2009;;;True;False;2 km;
CFB;Cadettes B;;;D;2008;2009;;;True;False;2 km;
