Inscription sur internet;20-08-2023 23:59:59;4 Etapes;45.-;False
Inscription sur internet;20-08-2023 23:59:59;3 Etapes;45.-;False
Inscription sur internet;20-08-2023 23:59:59;2 Etapes;40.-;False
Inscription sur internet;20-08-2023 23:59:59;1 Etape;20.-;False
Inscription sur place;09-09-2023 23:59:59;4 Etapes;55.-;False
Inscription sur place;09-09-2023 23:59:59;3 Etapes;55.-;False
Inscription sur place;09-09-2023 23:59:59;2 Etapes;40.-;False
Inscription sur place;09-09-2023 23:59:59;1 Etape;20.-;False
