EHA;Ecoliers A;;;H;2012;2013;;;True;False;2 km;
EFA;Ecolières A;;;D;2012;2013;;;True;False;2 km;
CHB;Cadets B;;;H;2010;2011;;;True;False;2 km;
CFB;Cadettes B;;;D;2010;2011;;;True;False;2 km;
